ID,Name,Type,Has Leggacy,Offering (Estimated),Expiry,Egg,Egg Value,Duration,Size,Token,Std#1,Std#2,Std#3,Std Rate/hr,Elt#1,Elt#2,Elt#3,Elt Rate/hr,#PE,Std PE Goal,Std PE Rate/hr,Elt PE Goal,Elt PE Rate/hr,JSON,Protobuf (base64)
anniversary-edible,Nostalgia,Original,true,2018-07-20Z,2018-08-10T23:18:53Z,Edible,0.1,7d,50,-,500T,100q,,595.238T,,,,,2,100q,595.238T,,,"{""id"":""anniversary-edible"",""egg_type"":1,""rewards"":[{""_1"":1,""goal"":500000000000000,""type"":3,""name"":""subtype"",""count"":250000,""_6"":10000},{""_1"":1,""goal"":100000000000000000,""type"":4,""name"":""subtype"",""count"":2,""_6"":100000000000}],""coop_allowed"":true,""max_coop_size"":50,""expiry_timestamp"":1533943133.3607867,""duration_seconds"":604800,""name"":""Nostalgia"",""description"":""July 14 is Egg Day around the galaxy and everyone like to celebrate with the egg that started it all...""}",ChJhbm5pdmVyc2FyeS1lZGlibGUQARooCAERAAA0JvVr/EIYAyIHc3VidHlwZSkAAAAAgIQOQTEAAAAAAIjDQBooCAERAKDYhVc0dkMYBCIHc3VidHlwZSkAAAAAAAAAQDEAAADodkg3QiABKDIxIRdXV4fb1kE5AAAAAAB1IkFKCU5vc3RhbGdpYVJnSnVseSAxNCBpcyBFZ2cgRGF5IGFyb3VuZCB0aGUgZ2FsYXh5IGFuZCBldmVyeW9uZSBsaWtlIHRvIGNlbGVicmF0ZSB3aXRoIHRoZSBlZ2cgdGhhdCBzdGFydGVkIGl0IGFsbC4uLg==
terraform-heavy,New Civilization,Original,true,2018-07-21Z,2018-08-11T06:19:27Z,Antimatter,1B,4d15h6m,-,-,250T,1q,2q,18.000T,,,,,1,2q,18.000T,,,"{""id"":""terraform-heavy"",""egg_type"":14,""rewards"":[{""_1"":1,""goal"":250000000000000,""type"":7,""count"":2,""_6"":15000},{""_1"":1,""goal"":1000000000000000,""type"":5,""name"":""epic_egg_laying"",""count"":1,""_6"":100000},{""_1"":1,""goal"":2000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":10000000}],""expiry_timestamp"":1533968367.5724852,""duration_seconds"":400000,""name"":""New Civilization"",""description"":""A group of explorers are setting out to find new worlds, new civilizations. They are in need of fuel!""}",Cg90ZXJyYWZvcm0taGVhdnkQDhofCAERAAA0JvVr7EIYBykAAAAAAAAAQDEAAAAAAEzNQBowCAERAAA0JvVrDEMYBSIPZXBpY19lZ2dfbGF5aW5nKQAAAAAAAPA/MQAAAAAAavhAGigIAREAADQm9WscQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAADQEmNBMZmj5Puf29ZBOQAAAAAAahhBShBOZXcgQ2l2aWxpemF0aW9uUmVBIGdyb3VwIG9mIGV4cGxvcmVycyBhcmUgc2V0dGluZyBvdXQgdG8gZmluZCBuZXcgd29ybGRzLCBuZXcgY2l2aWxpemF0aW9ucy4gVGhleSBhcmUgaW4gbmVlZCBvZiBmdWVsIQ==
fusion-exclusion,Fusion Exclusion,Original,true,2018-08-11Z,2018-09-01T05:40:22Z,Fusion,700,4d,5,-,50T,250T,2q,20.833T,,,,,1,2q,20.833T,,,"{""id"":""fusion-exclusion"",""egg_type"":6,""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":6,""name"":""subtype"",""count"":10000,""_6"":1000},{""_1"":1,""goal"":250000000000000,""type"":3,""name"":""subtype"",""count"":50000,""_6"":50000},{""_1"":1,""goal"":2000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":7000000000}],""coop_allowed"":true,""max_coop_size"":5,""expiry_timestamp"":1535780422.8403287,""duration_seconds"":345600,""name"":""Fusion Exclusion"",""description"":""Smaller settlements all over the galaxy still use Fusion Egg Reactors and are running short of Fusion Eggs!""}",ChBmdXNpb24tZXhjbHVzaW9uEAYaKAgBEQAAkB7EvMZCGAYiB3N1YnR5cGUpAAAAAACIw0AxAAAAAABAj0AaKAgBEQAANCb1a+xCGAMiB3N1YnR5cGUpAAAAAABq6EAxAAAAAABq6EAaKAgBEQAANCb1axxDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAYLgT+kEgASgFMfLHtZGJ4tZBOQAAAAAAGBVBShBGdXNpb24gRXhjbHVzaW9uUmtTbWFsbGVyIHNldHRsZW1lbnRzIGFsbCBvdmVyIHRoZSBnYWxheHkgc3RpbGwgdXNlIEZ1c2lvbiBFZ2cgUmVhY3RvcnMgYW5kIGFyZSBydW5uaW5nIHNob3J0IG9mIEZ1c2lvbiBFZ2dzIQ==
back-to-school-2018,Back To School,Original,true,2018-08-11Z,2018-09-01T05:53:35Z,Tachyon,50000,1d12h,-,-,5T,50T,,1.389T,,,,,1,50T,1.389T,,,"{""id"":""back-to-school-2018"",""egg_type"":9,""rewards"":[{""_1"":1,""goal"":5000000000000,""type"":2,""name"":""subtype"",""count"":512,""_6"":5000},{""_1"":1,""goal"":50000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":80000000}],""expiry_timestamp"":1535781215.9961767,""duration_seconds"":129600,""name"":""Back To School"",""description"":""Back-to-school students are in need of a refresher, Teachers need tachyon eggs to send kinds back in time to review material they forgot over summer. Shout out to Mrs. Paz!""}",ChNiYWNrLXRvLXNjaG9vbC0yMDE4EAkaKAgBEQAAQOWcMJJCGAIiB3N1YnR5cGUpAAAAAAAAgEAxAAAAAACIs0AaKAgBEQAAkB7EvMZCGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAANASk0ExXMH/V4ri1kE5AAAAAACk/0BKDkJhY2sgVG8gU2Nob29sUqwBQmFjay10by1zY2hvb2wgc3R1ZGVudHMgYXJlIGluIG5lZWQgb2YgYSByZWZyZXNoZXIsIFRlYWNoZXJzIG5lZWQgdGFjaHlvbiBlZ2dzIHRvIHNlbmQga2luZHMgYmFjayBpbiB0aW1lIHRvIHJldmlldyBtYXRlcmlhbCB0aGV5IGZvcmdvdCBvdmVyIHN1bW1lci4gU2hvdXQgb3V0IHRvIE1ycy4gUGF6IQ==
graviton-project,Operation: Habitapull,Original,true,2018-08-18Z,2018-09-08T06:59:13Z,Graviton,175000,7d,50,-,2q,10q,150q,892.857T,,,,,1,150q,892.857T,,,"{""id"":""graviton-project"",""egg_type"":10,""rewards"":[{""_1"":1,""goal"":2000000000000000,""type"":6,""name"":""subtype"",""count"":10000,""_6"":35000},{""_1"":1,""goal"":10000000000000000,""type"":5,""name"":""transportation_lobbyist"",""count"":2,""_6"":150000000},{""_1"":1,""goal"":150000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":25000000000}],""coop_allowed"":true,""max_coop_size"":50,""expiry_timestamp"":1536389953.6473606,""duration_seconds"":604800,""name"":""Operation: Habitapull"",""description"":""A science project aims to move a planet into the habitable zone of a nearby star system. Graviton egg demand is spiking.""}",ChBncmF2aXRvbi1wcm9qZWN0EAoaKAgBEQAANCb1axxDGAYiB3N1YnR5cGUpAAAAAACIw0AxAAAAAAAX4UAaOAgBEQCA4Dd5w0FDGAUiF3RyYW5zcG9ydGF0aW9uX2xvYmJ5aXN0KQAAAAAAAABAMQAAAACj4aFBGigIAREAeGKkQaeAQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAOh2SBdCIAEoMjFbbmnQ3OTWQTkAAAAAAHUiQUoVT3BlcmF0aW9uOiBIYWJpdGFwdWxsUnhBIHNjaWVuY2UgcHJvamVjdCBhaW1zIHRvIG1vdmUgYSBwbGFuZXQgaW50byB0aGUgaGFiaXRhYmxlIHpvbmUgb2YgYSBuZWFyYnkgc3RhciBzeXN0ZW0uIEdyYXZpdG9uIGVnZyBkZW1hbmQgaXMgc3Bpa2luZy4=
build-a-house,Home Renovations,Original,true,2018-08-25Z,2018-09-15T01:24:48Z,Super Material,150,10d,-,-,250T,1q,6q,25.000T,,,,,1,6q,25.000T,,,"{""id"":""build-a-house"",""egg_type"":5,""rewards"":[{""_1"":1,""goal"":250000000000000,""type"":2,""name"":""subtype"",""count"":1000,""_6"":1000},{""_1"":1,""goal"":1000000000000000,""type"":7,""name"":""subtype"",""count"":2,""_6"":50000},{""_1"":1,""goal"":6000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":250000000000}],""expiry_timestamp"":1536974688.030512,""duration_seconds"":864000,""name"":""Home Renovations"",""description"":""You've decided to build a new house! Why not make it yourself? You'll need a lot of eggs so get started!""}",Cg1idWlsZC1hLWhvdXNlEAUaKAgBEQAANCb1a+xCGAIiB3N1YnR5cGUpAAAAAABAj0AxAAAAAABAj0AaKAgBEQAANCb1awxDGAciB3N1YnR5cGUpAAAAAAAAAEAxAAAAAABq6EAaKAgBEQAAp9z3UDVDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAopQaTUIx6fMB2Bfn1kE5AAAAAABeKkFKEEhvbWUgUmVub3ZhdGlvbnNSaFlvdSd2ZSBkZWNpZGVkIHRvIGJ1aWxkIGEgbmV3IGhvdXNlISBXaHkgbm90IG1ha2UgaXQgeW91cnNlbGY/IFlvdSdsbCBuZWVkIGEgbG90IG9mIGVnZ3Mgc28gZ2V0IHN0YXJ0ZWQh
anxiety-attack,Anxiety Attack,Original,true,2018-09-01Z,2018-09-22T07:20:29Z,Medical,6.25,2d,-,-,25T,150T,,3.125T,,,,,1,150T,3.125T,,,"{""id"":""anxiety-attack"",""egg_type"":3,""rewards"":[{""_1"":1,""goal"":25000000000000,""type"":8,""name"":""subtype"",""count"":1,""_6"":1000000},{""_1"":1,""goal"":150000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":5000000000}],""expiry_timestamp"":1537600829.2175457,""duration_seconds"":172800,""name"":""Anxiety Attack"",""description"":""A new school year and political turmoil have everyone stressed out! A regimen of medical eggs are needed.""}",Cg5hbnhpZXR5LWF0dGFjaxADGigIAREAAJAexLy2QhgIIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAACAhC5BGigIAREAAOwWkw3hQhgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAACBfoPJBMUXsTU976dZBOQAAAAAAGAVBSg5BbnhpZXR5IEF0dGFja1JpQSBuZXcgc2Nob29sIHllYXIgYW5kIHBvbGl0aWNhbCB0dXJtb2lsIGhhdmUgZXZlcnlvbmUgc3RyZXNzZWQgb3V0ISBBIHJlZ2ltZW4gb2YgbWVkaWNhbCBlZ2dzIGFyZSBuZWVkZWQu
all-or-nothing,All or Nothing,Original,true,2018-09-08Z,2018-09-29T07:08:29Z,Edible,0.1,9d6h13m,3,-,10q,,,45.000T,,,,,1,10q,45.000T,,,"{""id"":""all-or-nothing"",""egg_type"":1,""rewards"":[{""_1"":1,""goal"":10000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":25000000000}],""coop_allowed"":true,""max_coop_size"":3,""expiry_timestamp"":1538204909.0568588,""duration_seconds"":800000,""name"":""All or Nothing"",""description"":""A mysterious investor is looking for a lot of edible eggs. But he wants 10 quadrillion or nothing.""}",Cg5hbGwtb3Itbm90aGluZxABGigIAREAgOA3ecNBQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAOh2SBdCIAEoAzGTo0M7yevWQTkAAAAAAGooQUoOQWxsIG9yIE5vdGhpbmdSYkEgbXlzdGVyaW91cyBpbnZlc3RvciBpcyBsb29raW5nIGZvciBhIGxvdCBvZiBlZGlibGUgZWdncy4gQnV0IGhlIHdhbnRzIDEwIHF1YWRyaWxsaW9uIG9yIG5vdGhpbmcu
waterballoon-final,Summer Sunset,Original,true,2018-09-15Z,2018-10-06T06:09:12Z,Waterballoon,0.1,3d,-,-,25T,500T,,6.944T,,,,,1,500T,6.944T,,,"{""id"":""waterballoon-final"",""egg_type"":102,""rewards"":[{""_1"":1,""goal"":25000000000000,""type"":3,""name"":""subtype"",""count"":100000,""_6"":150000},{""_1"":1,""goal"":500000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":120000000000}],""expiry_timestamp"":1538806152.3413153,""duration_seconds"":259200,""name"":""Summer Sunset"",""description"":""The local town has commissioned you to create the waterballoons for the end of summer waterballoon fight!""}",ChJ3YXRlcmJhbGxvb24tZmluYWwQZhooCAERAACQHsS8tkIYAyIHc3VidHlwZSkAAAAAAGr4QDEAAAAAgE8CQRooCAERAAA0JvVr/EIYBCIHc3VidHlwZSkAAAAAAADwPzEAAACwjvA7QjEc2BViFO7WQTkAAAAAAKQPQUoNU3VtbWVyIFN1bnNldFJpVGhlIGxvY2FsIHRvd24gaGFzIGNvbW1pc3Npb25lZCB5b3UgdG8gY3JlYXRlIHRoZSB3YXRlcmJhbGxvb25zIGZvciB0aGUgZW5kIG9mIHN1bW1lciB3YXRlcmJhbGxvb24gZmlnaHQh
sometimes,Just Chocolate,Original,true,2018-09-22Z,2018-10-13T06:43:02Z,Chocolate,5,1d3h46m,-,-,2T,10T,,360.000B,,,,,1,10T,360.000B,,,"{""id"":""sometimes"",""egg_type"":100,""rewards"":[{""_1"":1,""goal"":2000000000000,""type"":2,""name"":""subtype"",""count"":1982,""_6"":1000000},{""_1"":1,""goal"":10000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":5000000000}],""expiry_timestamp"":1539412982.046927,""duration_seconds"":100000,""name"":""Just Chocolate"",""description"":""Sometimes chocolate demand spikes, and all we gotta do as egg farmers is make more chocolate.""}",Cglzb21ldGltZXMQZBooCAERAAAAopQafUIYAiIHc3VidHlwZSkAAAAAAPieQDEAAAAAgIQuQRooCAERAABA5ZwwokIYBCIHc3VidHlwZSkAAAAAAADwPzEAAAAgX6DyQTHaAIP9ZPDWQTkAAAAAAGr4QEoOSnVzdCBDaG9jb2xhdGVSXVNvbWV0aW1lcyBjaG9jb2xhdGUgZGVtYW5kIHNwaWtlcywgYW5kIGFsbCB3ZSBnb3R0YSBkbyBhcyBlZ2cgZmFybWVycyBpcyBtYWtlIG1vcmUgY2hvY29sYXRlLg==
fall-festival,Fall Festival Competition,Original,true,2018-09-29Z,2018-10-20T15:36:25Z,Edible,0.1,14d,-,-,60T,1q,10q,29.762T,,,,,2,10q,29.762T,,,"{""id"":""fall-festival"",""egg_type"":1,""rewards"":[{""_1"":1,""goal"":60000000000000,""type"":2,""name"":""subtype"",""count"":2500,""_6"":5000},{""_1"":1,""goal"":1000000000000000,""type"":5,""name"":""drone_rewards"",""count"":2,""_6"":7000000},{""_1"":1,""goal"":10000000000000000,""type"":4,""name"":""subtype"",""count"":2,""_6"":35000000000}],""expiry_timestamp"":1540049785.3906727,""duration_seconds"":1209600,""name"":""Fall Festival Competition"",""description"":""The Fall Festival egg laying competition is here!""}",Cg1mYWxsLWZlc3RpdmFsEAEaKAgBEQAA4FfrSMtCGAIiB3N1YnR5cGUpAAAAAACIo0AxAAAAAACIs0AaLggBEQAANCb1awxDGAUiDWRyb25lX3Jld2FyZHMpAAAAAAAAAEAxAAAAAPCzWkEaKAgBEQCA4Dd5w0FDGAQiB3N1YnR5cGUpAAAAAAAAAEAxAAAAPFNMIEIxyABZ3tLy1kE5AAAAAAB1MkFKGUZhbGwgRmVzdGl2YWwgQ29tcGV0aXRpb25SMVRoZSBGYWxsIEZlc3RpdmFsIGVnZyBsYXlpbmcgY29tcGV0aXRpb24gaXMgaGVyZSE=
complex-costumes,Complex Costumes,Original,true,2018-10-06Z,2018-10-27T04:05:17Z,Quantum,3000,5d,7,-,1q,5q,10q,83.333T,,,,,1,10q,83.333T,,,"{""id"":""complex-costumes"",""egg_type"":7,""rewards"":[{""_1"":1,""goal"":1000000000000000,""type"":7,""name"":""subtype"",""count"":2,""_6"":100000},{""_1"":1,""goal"":5000000000000000,""type"":3,""name"":""subtype"",""count"":5000,""_6"":10000000000},{""_1"":1,""goal"":10000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":100000000000}],""coop_allowed"":true,""max_coop_size"":7,""expiry_timestamp"":1540613117.862519,""duration_seconds"":432000,""name"":""Complex Costumes"",""description"":""Halloween costume manufacturing has started. These are sophisticated scary costumes that need some high tech components.""}",ChBjb21wbGV4LWNvc3R1bWVzEAcaKAgBEQAANCb1awxDGAciB3N1YnR5cGUpAAAAAAAAAEAxAAAAAABq+EAaKAgBEQCA4Dd5wzFDGAMiB3N1YnR5cGUpAAAAAACIs0AxAAAAIF+gAkIaKAgBEQCA4Dd5w0FDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAA6HZIN0IgASgHMYMzd//49NZBOQAAAAAAXhpBShBDb21wbGV4IENvc3R1bWVzUnhIYWxsb3dlZW4gY29zdHVtZSBtYW51ZmFjdHVyaW5nIGhhcyBzdGFydGVkLiBUaGVzZSBhcmUgc29waGlzdGljYXRlZCBzY2FyeSBjb3N0dW1lcyB0aGF0IG5lZWQgc29tZSBoaWdoIHRlY2ggY29tcG9uZW50cy4=
drought,A Clever Solution,Original,true,2018-10-13Z,2018-11-03T04:38:48Z,Waterballoon,0.1,3d,-,-,15T,115T,,1.597T,,,,,1,115T,1.597T,,,"{""id"":""drought"",""egg_type"":102,""rewards"":[{""_1"":1,""goal"":15000000000000,""type"":3,""name"":""subtype"",""count"":25000,""_6"":25000},{""_1"":1,""goal"":115000000000000,""type"":4,""count"":1,""_6"":5000000}],""expiry_timestamp"":1541219928.435506,""duration_seconds"":259200,""name"":""A Clever Solution"",""description"":""As drought wreaks havoc on agriculture, farmers are looking for water in unusual places...""}",Cgdkcm91Z2h0EGYaKAgBEQAA4FfrSKtCGAMiB3N1YnR5cGUpAAAAAABq2EAxAAAAAABq2EAaHwgBEQAAjInhJdpCGAQpAAAAAAAA8D8xAAAAANASU0ExVd8blkn31kE5AAAAAACkD0FKEUEgQ2xldmVyIFNvbHV0aW9uUlpBcyBkcm91Z2h0IHdyZWFrcyBoYXZvYyBvbiBhZ3JpY3VsdHVyZSwgZmFybWVycyBhcmUgbG9va2luZyBmb3Igd2F0ZXIgaW4gdW51c3VhbCBwbGFjZXMuLi4=
haloween-2018,Halloween Blitz,Original,true,2018-10-13Z,2018-11-03T12:33:57Z,Pumpkin,0.99,8h,-,-,1T,5T,,625.000B,,,,,0,,,,,"{""id"":""haloween-2018"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":1000000000000,""type"":2,""name"":""subtype"",""count"":1000,""_6"":1000000},{""_1"":1,""goal"":5000000000000,""type"":2,""name"":""subtype"",""count"":10000,""_6"":1000000000000}],""expiry_timestamp"":1541248437.9577,""duration_seconds"":28800,""name"":""Halloween Blitz"",""description"":""Pumpkin demand is overwhelming! A quick contract for big money!""}",Cg1oYWxvd2Vlbi0yMDE4EGgaKAgBEQAAAKKUGm1CGAIiB3N1YnR5cGUpAAAAAABAj0AxAAAAAICELkEaKAgBEQAAQOWcMJJCGAIiB3N1YnR5cGUpAAAAAACIw0AxAAAAopQabUIx9Up9bWX31kE5AAAAAAAg3EBKD0hhbGxvd2VlbiBCbGl0elI/UHVtcGtpbiBkZW1hbmQgaXMgb3ZlcndoZWxtaW5nISBBIHF1aWNrIGNvbnRyYWN0IGZvciBiaWcgbW9uZXkh
pumpkin-1,Pumpkin Crunch,Original,true,2018-10-20Z,2018-11-10T04:38:23Z,Pumpkin,0.99,6d,25,-,50T,2q,25q,173.611T,,,,,1,25q,173.611T,,,"{""id"":""pumpkin-1"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":2,""name"":""subtype"",""count"":500,""_6"":2000},{""_1"":1,""goal"":2000000000000000,""type"":8,""name"":""subtype"",""count"":1,""_6"":1000000},{""_1"":1,""goal"":25000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":20000000000}],""coop_allowed"":true,""max_coop_size"":25,""expiry_timestamp"":1541824703.6326332,""duration_seconds"":518400,""name"":""Pumpkin Crunch"",""description"":""Pumpkins are in super high demand... leave it to the chickens to deliver the goods!""}",CglwdW1wa2luLTEQaBooCAERAACQHsS8xkIYAiIHc3VidHlwZSkAAAAAAEB/QDEAAAAAAECfQBooCAERAAA0JvVrHEMYCCIHc3VidHlwZSkAAAAAAADwPzEAAAAAgIQuQRooCAERAKDYhVc0VkMYBCIHc3VidHlwZSkAAAAAAADwPzEAAAAgX6ASQiABKBkxEH3oL5j51kE5AAAAAACkH0FKDlB1bXBraW4gQ3J1bmNoUlNQdW1wa2lucyBhcmUgaW4gc3VwZXIgaGlnaCBkZW1hbmQuLi4gbGVhdmUgaXQgdG8gdGhlIGNoaWNrZW5zIHRvIGRlbGl2ZXIgdGhlIGdvb2RzIQ==
pumpkin-pie,Pumpkin Pie,Original,true,2018-11-03Z,2018-11-24T04:30:07Z,Pumpkin,0.99,6d,25,-,50T,5q,50q,347.222T,,,,,1,50q,347.222T,,,"{""id"":""pumpkin-pie"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":3,""name"":""subtype"",""count"":5000,""_6"":1500},{""_1"":1,""goal"":5000000000000000,""type"":2,""name"":""subtype"",""count"":25000,""_6"":50000000},{""_1"":1,""goal"":50000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":10000000000}],""coop_allowed"":true,""max_coop_size"":25,""expiry_timestamp"":1543033807.9362357,""duration_seconds"":518400,""name"":""Pumpkin Pie"",""description"":""It's that time of year, when what is widely considered the greatest pie hits center stage: Pumpkin Pie.""}",CgtwdW1wa2luLXBpZRBoGigIAREAAJAexLzGQhgDIgdzdWJ0eXBlKQAAAAAAiLNAMQAAAAAAcJdAGigIAREAgOA3ecMxQxgCIgdzdWJ0eXBlKQAAAAAAathAMQAAAACE14dBGigIAREAoNiFVzRmQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAACBfoAJCIAEoGTFJ6/vzNP7WQTkAAAAAAKQfQUoLUHVtcGtpbiBQaWVSZ0l0J3MgdGhhdCB0aW1lIG9mIHllYXIsIHdoZW4gd2hhdCBpcyB3aWRlbHkgY29uc2lkZXJlZCB0aGUgZ3JlYXRlc3QgcGllIGhpdHMgY2VudGVyIHN0YWdlOiBQdW1wa2luIFBpZS4=
firefighters,Wildfires,Original,true,2018-11-03Z,2018-11-24T04:38:56Z,Waterballoon,0.1,7d,5,-,100T,2q,12q,71.429T,,,,,1,12q,71.429T,,,"{""id"":""firefighters"",""egg_type"":102,""rewards"":[{""_1"":1,""goal"":100000000000000,""type"":3,""name"":""subtype"",""count"":25000,""_6"":10000},{""_1"":1,""goal"":2000000000000000,""type"":6,""name"":""subtype"",""count"":75000,""_6"":5000000},{""_1"":1,""goal"":12000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000000}],""coop_allowed"":true,""max_coop_size"":5,""expiry_timestamp"":1543034336.571875,""duration_seconds"":604800,""name"":""Wildfires"",""description"":""Climate change is wreaking havoc on dryer climates. Wildfires are rampant but there is a way you can help!""}",CgxmaXJlZmlnaHRlcnMQZhooCAERAACQHsS81kIYAyIHc3VidHlwZSkAAAAAAGrYQDEAAAAAAIjDQBooCAERAAA0JvVrHEMYBiIHc3VidHlwZSkAAAAAgE/yQDEAAAAA0BJTQRooCAERAACn3PdQRUMYBCIHc3VidHlwZSkAAAAAAADwPzEAAAAAZc3NQSABKAUxmpkkeDX+1kE5AAAAAAB1IkFKCVdpbGRmaXJlc1JqQ2xpbWF0ZSBjaGFuZ2UgaXMgd3JlYWtpbmcgaGF2b2Mgb24gZHJ5ZXIgY2xpbWF0ZXMuIFdpbGRmaXJlcyBhcmUgcmFtcGFudCBidXQgdGhlcmUgaXMgYSB3YXkgeW91IGNhbiBoZWxwIQ==
leftovers,Leftovers,Original,true,2018-11-24Z,2018-12-15T05:01:51Z,Quantum,3000,2d,-,-,50T,150T,,3.125T,,,,,1,150T,3.125T,,,"{""id"":""leftovers"",""egg_type"":7,""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":3,""name"":""subtype"",""count"":35000,""_6"":25000},{""_1"":1,""goal"":150000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000}],""expiry_timestamp"":1544850111.4562883,""duration_seconds"":172800,""name"":""Leftovers"",""description"":""Thanksgiving has left the world with too many leftovers, quantum Tupperware is sold out everywhere, and more raw materials are needed.""}",CglsZWZ0b3ZlcnMQBxooCAERAACQHsS8xkIYAyIHc3VidHlwZSkAAAAAABfhQDEAAAAAAGrYQBooCAERAADsFpMN4UIYBCIHc3VidHlwZSkAAAAAAADwPzEAAAAAgIQuQTHUM92vIgXXQTkAAAAAABgFQUoJTGVmdG92ZXJzUoYBVGhhbmtzZ2l2aW5nIGhhcyBsZWZ0IHRoZSB3b3JsZCB3aXRoIHRvbyBtYW55IGxlZnRvdmVycywgcXVhbnR1bSBUdXBwZXJ3YXJlIGlzIHNvbGQgb3V0IGV2ZXJ5d2hlcmUsIGFuZCBtb3JlIHJhdyBtYXRlcmlhbHMgYXJlIG5lZWRlZC4=
fusion-tankers,Fusion Tankers,Original,true,2018-12-01Z,2018-12-22T16:36:19Z,Fusion,700,30d,-,-,5q,25q,,34.722T,,,,,2,25q,34.722T,,,"{""id"":""fusion-tankers"",""egg_type"":6,""rewards"":[{""_1"":1,""goal"":5000000000000000,""type"":5,""name"":""video_doubler_time"",""count"":2,""_6"":2000},{""_1"":1,""goal"":25000000000000000,""type"":4,""name"":""subtype"",""count"":2,""_6"":250000}],""expiry_timestamp"":1545496579.5591807,""duration_seconds"":2592000,""name"":""Fusion Tankers"",""description"":""The world's largest ocean shipping company is putting ultra compact fusion reactors in all their tankers. Long term work available.""}",Cg5mdXNpb24tdGFua2VycxAGGjMIAREAgOA3ecMxQxgFIhJ2aWRlb19kb3VibGVyX3RpbWUpAAAAAAAAAEAxAAAAAABAn0AaKAgBEQCg2IVXNFZDGAQiB3N1YnR5cGUpAAAAAAAAAEAxAAAAAICEDkExnsnjAJoH10E5AAAAAIDGQ0FKDkZ1c2lvbiBUYW5rZXJzUoMBVGhlIHdvcmxkJ3MgbGFyZ2VzdCBvY2VhbiBzaGlwcGluZyBjb21wYW55IGlzIHB1dHRpbmcgdWx0cmEgY29tcGFjdCBmdXNpb24gcmVhY3RvcnMgaW4gYWxsIHRoZWlyIHRhbmtlcnMuIExvbmcgdGVybSB3b3JrIGF2YWlsYWJsZS4=
winter-break-2018,Winter Break,Original,true,2018-12-09Z,2018-12-30T05:51:19Z,Prodigy,1.5M,14d,8,-,5q,50q,100q,297.619T,,,,,1,100q,297.619T,,,"{""id"":""winter-break-2018"",""egg_type"":12,""rewards"":[{""_1"":1,""goal"":5000000000000000,""type"":6,""name"":""0"",""count"":25000,""_6"":5000},{""_1"":1,""goal"":50000000000000000,""type"":2,""name"":""subtype"",""count"":15000,""_6"":1000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":100000000000}],""coop_allowed"":true,""max_coop_size"":8,""expiry_timestamp"":1546149079.4782016,""duration_seconds"":1209600,""name"":""Winter Break"",""description"":""It's Winter Break! And since break homework was deemed cruel and unusual punishment, Prodigy Eggs are all the rage!""}",ChF3aW50ZXItYnJlYWstMjAxOBAMGiIIAREAgOA3ecMxQxgGIgEwKQAAAAAAathAMQAAAAAAiLNAGigIAREAoNiFVzRmQxgCIgdzdWJ0eXBlKQAAAAAATM1AMQAAAACAhC5BGigIAREAoNiFVzR2QxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAOh2SDdCIAEoCDHbmt41FwrXQTkAAAAAAHUyQUoMV2ludGVyIEJyZWFrUnNJdCdzIFdpbnRlciBCcmVhayEgQW5kIHNpbmNlIGJyZWFrIGhvbWV3b3JrIHdhcyBkZWVtZWQgY3J1ZWwgYW5kIHVudXN1YWwgcHVuaXNobWVudCwgUHJvZGlneSBFZ2dzIGFyZSBhbGwgdGhlIHJhZ2Uh
